258.4635364,268.7947566,50.14429681,53.39148712,-54.08230678,0,61.14723777,19.20162198
261.089718,268.849823,50.81801487,54.15575861,-73.69944966,0,62.79884735,20.97052757
262.6197657,267.7182873,51.49822331,54.9427348,-112.8598996,0,64.30103253,22.28163035
262.8312415,265.260163,51.94903064,55.49456604,-79.41118783,0,65.48746077,23.88151872
262.0132088,261.8971682,52.41494005,55.78056409,-59.63945298,0,66.54105495,25.95578756
260.4633869,257.9380098,53.10071013,55.9881351,-46.73069343,0,67.56336437,27.83040264
258.1179334,253.3006196,53.77654327,56.28916852,-58.19748989,0,68.41567674,28.71763977
254.8613406,248.0172646,54.29949573,56.74836341,-89.92627565,0,69.01852498,28.90662961
250.767421,242.2891773,54.6775557,57.1866627,-49.57202152,0,69.42008761,29.35501488
245.8340145,236.0110687,54.69858112,57.2393563,-24.90484305,0,69.46584217,29.99649835
240.1830622,229.3025794,54.43069422,57.04932962,-8.717471049,0,69.13023137,30.10786886
234.2469492,222.7300834,54.2469516,57.12018393,-18.78268362,0,68.77255375,29.4221459
227.6833163,215.9468695,53.64123362,57.10151267,-50.7765115,0,68.01658138,27.96345367
220.2949151,208.6915666,52.3363434,56.66839201,-12.53430412,0,66.62644702,26.38354328
212.6284024,201.4813223,50.90815671,56.02343815,9.371757298,0,65.15697104,25.34795569
204.7524787,194.352986,49.3628089,55.10053282,21.27765879,0,63.55200426,24.10174888
196.6826356,187.3265597,47.58813302,54.11152366,6.110908166,0,61.64546895,21.77434555
188.5187229,180.401731,45.68720993,53.1507913,-29.36763657,0,59.62913991,19.00058251
180.0621389,173.2361754,43.52750825,51.83100611,4.064616843,0,57.4409889,16.64994993
171.3247855,165.9026142,41.12461213,50.07751306,21.6506251,0,55.02725376,14.7062957
162.723815,158.7585506,38.77848446,48.0514963,29.26360556,0,52.58755315,12.71791871
154.4553301,151.7935886,36.7104702,46.00459204,8.12078014,0,50.27542218,10.18564976
145.9896562,144.5128199,34.51537339,43.84073493,-30.26355379,0,47.78729964,7.182024778
137.1004961,136.7532148,31.88344647,41.13899676,-0.972683126,0,44.89071883,4.440629324
128.5655911,129.1483758,29.56622882,38.25101024,10.49517102,0,42.19117704,2.590239912
120.2610421,121.5220683,27.53321597,35.25522349,15.34068177,0,39.65054032,0.880169478
111.7095399,113.5047048,25.26674135,31.9913329,-8.517231883,0,36.7802267,-1.784927366
103.4558099,105.6032462,23.24165699,29.02563006,-49.93583333,0,34.04749419,-4.6152563
95.15543618,97.45371271,21.19544268,26.08604401,-21.74559703,0,31.36183002,-6.753361121
86.47955016,88.82475125,18.82795749,22.78734218,-10.12377405,0,28.42299293,-8.338253637
78.15646373,80.39825074,16.78587422,19.69337665,-5.048457447,0,25.73617303,-9.645621221
70.02140546,72.02672306,14.94687154,16.98257011,-29.02540545,0,23.21310981,-11.44219538
61.57604518,63.28609803,12.82320345,14.45437143,-68.5959007,0,20.45907664,-13.58469343
53.03778845,54.37535545,10.62453954,12.0442696,-37.72576348,0,17.73637258,-14.85352519
44.46311374,45.36897294,8.52125516,9.646624174,-24.79346366,0,15.16469991,-15.14199566
35.99315562,36.39373648,6.608039998,7.439923889,-17.79132381,0,12.71303854,-15.21306629
27.77173295,27.63134778,4.90532482,5.55961441,-37.84681607,0,10.40539185,-15.63998724
19.46553662,18.7722337,3.172250863,3.833532029,-73.43017585,0,8.094144079,-16.15004137
11.23442975,9.960379546,1.658922821,2.433601943,-39.68694795,0,6.054903759,-15.65964123
3.28566535,1.488322984,0.411743506,1.17245915,-22.64166827,0,4.324655293,-14.12176776
-4.494429376,-6.769710234,-0.797522216,-0.21469245,-11.17146051,0,2.621499401,-12.5645196
-11.73390677,-14.45609538,-1.533793216,-1.037724173,-28.68959641,0,1.340686954,-11.3368081
-18.50817277,-21.57963016,-1.925201142,-1.243363963,-62.08556539,0,0.457202897,-10.08532097
-25.24632193,-28.53344447,-2.52168012,-1.476573108,-26.03256162,0,-0.446473145,-8.378680068
-31.5824807,-34.95275764,-3.010254968,-1.610949816,-7.600552424,0,-1.116469042,-5.990089078
-37.22642211,-40.59733014,-3.111557033,-1.440721418,3.471415333,0,-1.421506417,-3.608231541
-42.37449442,-45.62044858,-3.128476958,-1.006376413,-14.31054883,0,-1.592291841,-2.148319478
-47.06606112,-50.03808284,-3.208701594,-0.23775509,-46.65733863,0,-1.663047777,-1.194397372
-51.51021098,-54.07781585,-3.415282876,0.565148383,-11.30396124,0,-1.739970151,-0.059612607
-55.83495546,-57.8727113,-3.900984475,1.057294961,6.106411405,0,-1.993964366,1.128811322
-59.32567669,-60.78494831,-4.160678684,1.70062397,16.79921056,0,-1.959671894,2.121726191
-62.28161876,-63.06226577,-4.360120891,2.515491501,-2.406334584,0,-1.872925085,2.005864244
